Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,Unicode,Element Type
_lclose,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
_lcreat,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
_llseek,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
_lopen,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
_lread,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
_lwrite,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
AddUsersToEncryptedFile,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,Advapi32.lib,,function
AreFileApisANSI,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
CancelIo,Windows NT 4.0 or later,Windows 98,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
CopyFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
CopyFileEx,Windows NT 4.0 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
CreateDirectory,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
CreateDirectoryEx,Windows NT 3.5 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
CreateFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
CreateHardLink,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
CreateIoCompletionPort,Windows NT 3.5 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
DecryptFile,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
DefineDosDevice,Windows NT 3.1 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
DeleteFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
DeleteVolumeMountPoint,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
EncryptFile,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
EncryptionDisable,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,Advapi32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
FileEncryptionStatus,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Advapi32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
FindClose,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
FindCloseChangeNotification,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
FindFirstChangeNotification,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
FindFirstFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
FindFirstFileEx,Windows NT 4.0 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
FindFirstVolume,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
FindFirstVolumeMountPoint,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
FindNextChangeNotification,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
FindNextFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
FindNextVolume,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
FindNextVolumeMountPoint,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
FindVolumeClose,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
FindVolumeMountPointClose,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
FlushFileBuffers,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
FreeEncryptionCertificateHashList,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,Advapi32.lib,,function
GetBinaryType,Windows NT 3.5 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetCompressedFileSize,Windows NT 3.1 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetCurrentDirectory,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetDiskFreeSpace,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetDiskFreeSpaceEx,Windows NT 4.0 or later,Windows 95 OSR2 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetDriveType,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetFileAttributes,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetFileAttributesEx,Windows NT 4.0 or later,Windows 98,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetFileInformationByHandle,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
GetFileSize,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
GetFileSizeEx,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
GetFileType,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
GetFullPathName,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetLogicalDrives,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
GetLogicalDriveStrings,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetLongPathName,Windows 2000,Windows 98,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
GetQueuedCompletionStatus,Windows NT 3.5 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
GetShortPathName,Windows NT 3.5 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetTempFileName,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetTempPath,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetVolumeInformation,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetVolumeNameForVolumeMountPoint,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
GetVolumePathName,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
LockFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
LockFileEx,Windows NT 3.1 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
MoveFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
MoveFileEx,Windows NT 3.1 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
MoveFileWithProgress,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
MulDiv,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
OpenFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
PostQueuedCompletionStatus,Windows NT 3.51 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
QueryDosDevice,Windows NT 3.1 or later,Windows 98,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
QueryRecoveryAgentsOnEncryptedFile,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,Advapi32.lib,,function
QueryUsersOnEncryptedFile,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,Advapi32.lib,,function
ReadDirectoryChangesW,Windows NT 3.51 SP3 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented only as Unicode.,function
ReadFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
ReadFileEx,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
ReadFileScatter,Windows NT 4.0 SP2 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
RemoveDirectory,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
RemoveUsersFromEncryptedFile,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,Advapi32.lib,,function
ReplaceFile,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
SearchPath,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
SetCurrentDirectory,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
SetEndOfFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
SetFileApisToANSI,Windows NT 3.5 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
SetFileApisToOEM,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
SetFileAttributes,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
SetFilePointer,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
SetFilePointerEx,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
SetHandleCount,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
SetStdHandle,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
SetUserFileEncryptionKey,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,Advapi32.lib,,function
SetVolumeLabel,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
SetVolumeMountPoint,Windows 2000,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
UnlockFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
UnlockFileEx,Windows NT 3.1 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
WriteFile,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
WriteFileEx,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
WriteFileGather,Windows NT 4.0 SP2 or later,Unsupported.,Base/file,,Winbase.h,Windows.h,Kernel32.lib,,function
Int32x32To64,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winnt.h,Windows.h,,,macro
Int64ShllMod32,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winnt.h,Windows.h,,,macro
Int64ShraMod32,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winnt.h,Windows.h,,,macro
Int64ShrlMod32,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winnt.h,Windows.h,,,macro
IsReparseTagHighLatency,Windows 2000,Unsupported.,Base/file,,Winnt.h,Windows.h,,,macro
IsReparseTagMicrosoft,Windows 2000,Unsupported.,Base/file,,Winnt.h,Windows.h,,,macro
IsReparseTagNameSurrogate,Windows 2000,Unsupported.,Base/file,,Winnt.h,Windows.h,,,macro
UInt32x32To64,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winnt.h,Windows.h,,,macro
BY_HANDLE_FILE_INFORMATION,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,,,structure
EFS_CERTIFICATE_BLOB,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,,,structure
EFS_HASH_BLOB,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,,,structure
ENCRYPTION_CERTIFICATE,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,,,structure
ENCRYPTION_CERTIFICATE_HASH,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,,,structure
ENCRYPTION_CERTIFICATE_HASH_LIST,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,,,structure
ENCRYPTION_CERTIFICATE_LIST,Windows 2000,Unsupported.,Base/file,,Winefs.h,Windows.h,,,structure
FILE_NOTIFY_INFORMATION,Windows NT 4.0 or later,Unsupported.,Base/file,,Winnt.h,Windows.h,,,structure
LARGE_INTEGER,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winnt.h,Windows.h,,,structure
OFSTRUCT,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,,,structure
ULARGE_INTEGER,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winnt.h,Windows.h,,,structure
WIN32_FILE_ATTRIBUTE_DATA,Windows NT 4.0 or later,Windows 98,Base/file,,Winbase.h,Windows.h,,,structure
WIN32_FIND_DATA,Windows NT 3.1 or later,Windows 95 or later,Base/file,,Winbase.h,Windows.h,,Declared as Unicode and ANSI structures.,structure
GetFileVersionInfo,Windows NT 3.1 or later,Windows 95 or later,Base/finst,,Winver.h,Windows.h,Version.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
GetFileVersionInfoSize,Windows NT 3.1 or later,Windows 95 or later,Base/finst,,Winver.h,Windows.h,Version.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
VerFindFile,Windows NT 3.1 or later,Windows 95 or later,Base/finst,,Winver.h,Windows.h,Version.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
VerInstallFile,Windows NT 3.1 or later,Windows 95 or later,Base/finst,,Winver.h,Windows.h,Version.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
VerLanguageName,Windows NT 3.1 or later,Windows 95 or later,Base/finst,,Winver.h,Windows.h,Kernel32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
VerQueryValue,Windows NT 3.1 or later,Windows 95 or later,Base/finst,,Winver.h,Windows.h,Version.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
CloseHandle,Windows NT 3.1 or later,Windows 95 or later,Base/handle,,Winbase.h,Windows.h,Kernel32.lib,,function
DuplicateHandle,Windows NT 3.1 or later,Windows 95 or later,Base/handle,,Winbase.h,Windows.h,Kernel32.lib,,function
GetHandleInformation,Windows NT 3.51 or later,Unsupported.,Base/handle,,Winbase.h,Windows.h,Kernel32.lib,,function
SetHandleInformation,Windows NT 3.51 or later,Unsupported.,Base/handle,,Winbase.h,Windows.h,Kernel32.lib,,function
DBT_CONFIGCHANGECANCELED,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_CONFIGCHANGED,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_CUSTOMEVENT,Windows 2000,Unsupported.,Base/hardware,,Dbt.h,,,,device event
DBT_DEVICEARRIVAL,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_DEVICEQUERYREMOVE,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_DEVICEQUERYREMOVEFAILED,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_DEVICEREMOVECOMPLETE,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_DEVICEREMOVEPENDING,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_DEVICETYPESPECIFIC,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_QUERYCHANGECONFIG,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
DBT_USERDEFINED,Windows 2000,Windows 95 or later,Base/hardware,,Dbt.h,,,,device event
GetDevicePowerState,Windows 2000,Windows 98,Base/hardware,,Winbase.h,Windows.h,Kernel32.lib,,function
GetSystemPowerStatus,Windows 2000,Windows 95 or later,Base/hardware,,Winbase.h,Windows.h,Kernel32.lib,,function
IsSystemResumeAutomatic,Windows 2000,Windows 98,Base/hardware,,Winbase.h,Windows.h,Kernel32.lib,,function
RegisterDeviceNotification,Windows 2000,Windows 98,Base/hardware,,Winuser.h,Windows.h,User32.lib,Implemented as Unicode and ANSI versions on Windows 2000.,function
RequestWakeupLatency,Windows 2000,Windows 98,Base/hardware,,Winbase.h,Windows.h,Kernel32.lib,,function
SetSystemPowerState,Windows 2000,Windows 95 or later,Base/hardware,,Winbase.h,Windows.h,Kernel32.lib,,function
SetThreadExecutionState,Windows 2000,Windows 98,Base/hardware,,Winbase.h,Windows.h,Kernel32.lib,,function
SetupDiCreateDeviceInfoList,Windows 2000,Windows 98,Base/hardware,,Setupapi.h,,Setupapi.lib,,function
SetupDiCreateDeviceInfoListEx,Windows 2000,Unsupported.,Base/hardware,,Setupapi.h,,Setupapi.lib,,function
SetupDiCreateDeviceInterfaceRegKey,Windows 2000,Windows 98,Base/hardware,,Setupapi.h,,Setupapi.lib,,function
SetupDiDeleteDeviceInterfaceData,Windows 2000,Windows 98,Base/hardware,,Setupapi.h,,Setupapi.lib,,function
SetupDiDeleteDeviceInterfaceRegKey,Windows 2000,Windows 98,Base/hardware,,Setupapi.h,,Setupapi.lib,,function
